"employee_id","first_name","last_name","gender","province","city","hiredate","department","job_title","education_level","absences","recruitment_source","salary","performance_rating","overtime","birthdate","termdate","termination_reason"
"00-24111073",Kamila,Puspita,Female,Banten,Cilegon,2024-06-26,Customer Service,Customer Service Representative,Bachelor,0,LinkedIn,6201898,Good,Yes,1985-03-15,,
"00-68476310",Eli,Lailasari,Female,Jawa Barat,Bekasi,2017-10-04,IT,Software Developer,Master,0,Other,27776177,Good,No,1983-09-11,,
"00-59510172",Kawaca,Megantara,Male,Jawa Barat,Bekasi,2023-03-12,Operations,Inventory Specialist,Bachelor,0,Other,9944946,Good,Yes,2000-12-09,,
"00-17045220",Cayadi,Thamrin,Male,Jawa Barat,Bogor,2017-09-27,Customer Service,Customer Service Representative,High School,0,Other,4731698,Good,No,1970-04-26,,
"00-16442905",Salwa,Lestari,Female,Jawa Barat,Bekasi,2024-03-03,Operations,Inventory Specialist,High School,12,LinkedIn,7675521,Needs Improvement,Yes,2003-08-11,,
"00-54201786",Dasa,Hakim,Male,Jawa Barat,Bandung,2022-01-16,Operations,Inventory Specialist,High School,0,Indeed,10109708,Excellent,No,1981-01-12,,
"00-32862463",Galiono,Suwarno,Male,Jawa Barat,Bandung,2024-02-19,Sales,Sales Specialist,PhD,0,Jobstreet,13190921,Excellent,No,1977-11-11,,
"00-26092896",Irnanto,Mustofa,Male,Jawa Barat,Bandung,2016-05-23,Sales,Sales Representative,Bachelor,0,Job Fair,9158320,Good,No,1987-03-19,,
"00-88400641",Cengkal,Jailani,Male,Banten,Serang,2023-08-07,Operations,Logistics Coordinator,Bachelor,15,Job Fair,10392314,Satisfactory,No,1996-06-10,,
"00-69965761",Nugraha,Budiyanto,Male,Jawa Barat,Bogor,2022-09-16,Sales,Sales Representative,Bachelor,0,Company Website,10568778,Satisfactory,Yes,1977-08-21,,
"00-42282510",Jamalia,Rahmawati,Female,Jawa Barat,Bogor,2020-02-27,Customer Service,Help Desk Technician,Bachelor,0,LinkedIn,5163176,Needs Improvement,No,1979-03-19,,
"00-47653656",Hardana,Prasetyo,Male,Jawa Barat,Bogor,2018-07-29,Customer Service,Help Desk Technician,High School,0,Other,5193209,Good,No,1970-12-01,,
"00-40310459",Carub,Santoso,Male,Jawa Barat,Bandung,2016-04-27,Operations,Operations Analyst,Bachelor,0,Job Fair,18637768,Needs Improvement,Yes,1972-11-23,,
"00-21112459",Banawi,Budiman,Male,Jawa Barat,Bandung,2018-06-07,IT,System Administrator,Bachelor,0,LinkedIn,13349783,Excellent,Yes,1968-02-14,,
"00-96856891",Wadi,Prayoga,Male,Sulawesi Selatan,Gowa,2022-10-26,Customer Service,Help Desk Technician,High School,0,Other,6152073,Needs Improvement,No,1980-07-16,,
"00-20471228",Dalima,Yuniar,Female,Jawa Barat,Bogor,2016-12-26,IT,Software Developer,Master,0,Jobstreet,25012538,Good,No,2000-03-16,,
"00-38517975",Galuh,Hutagalung,Male,Jawa Barat,Bogor,2015-01-02,Operations,Inventory Specialist,Bachelor,0,Other,5184126,Excellent,No,1999-10-02,,
"00-61681908",Okta,Saputra,Male,Jakarta,Jakarta Pusat,2017-07-17,IT,Software Developer,Master,0,LinkedIn,31256749,Satisfactory,No,1978-02-16,,
"00-38006066",Gamblang,Sinaga,Male,Jawa Barat,Bandung,2023-10-01,Sales,Sales Specialist,PhD,0,Indeed,20174197,Good,No,1961-09-08,,
"00-52058336",Ida,Yulianti,Female,Jawa Barat,Bandung,2022-12-14,Sales,Sales Consultant,Master,0,Other,25328560,Good,Yes,1981-09-03,,
"00-70937796",Elvin,Waluyo,Male,Jawa Barat,Bandung,2022-08-11,IT,Software Developer,Bachelor,0,LinkedIn,18693561,Good,No,1982-07-02,,
"00-27456426",Mulyanto,Hidayanto,Male,Jakarta,Jakarta Pusat,2017-11-07,Marketing,Content Creator,Bachelor,0,Job Fair,15704842,Good,Yes,1992-12-16,,
"00-70724380",Karya,Utama,Male,Jawa Timur,Malang,2023-12-19,Customer Service,Help Desk Technician,High School,0,Jobstreet,6122393,Satisfactory,Yes,2003-11-11,,
"00-63714593",Virman,Prasetya,Male,Jawa Barat,Bogor,2017-05-12,Customer Service,Support Specialist,High School,0,LinkedIn,5657655,Good,No,1964-12-12,,
"00-32038057",Malik,Hakim,Male,Banten,Tangerang,2022-10-12,Operations,Logistics Coordinator,Bachelor,0,Other,8086581,Good,No,1992-01-18,,
"00-23698845",Jatmiko,Damanik,Male,Jawa Barat,Bandung,2017-02-24,Customer Service,Help Desk Technician,High School,0,Indeed,4600385,Excellent,No,1974-10-15,,
"00-24790683",Shania,Halimah,Female,Jawa Barat,Bekasi,2017-04-30,Customer Service,Support Specialist,High School,0,LinkedIn,6831707,Satisfactory,No,2002-11-20,,
"00-45803474",Ajiono,Pangestu,Male,Jawa Barat,Bandung,2015-08-28,Operations,Operations Analyst,Bachelor,0,LinkedIn,19504106,Needs Improvement,No,1993-03-02,,
"00-70752435",Saadat,Kusumo,Male,Jawa Barat,Bogor,2018-06-23,Sales,Sales Specialist,Bachelor,0,Jobstreet,17145405,Good,Yes,1987-03-12,,
"00-21283250",Kani,Haryanti,Female,Jawa Barat,Bekasi,2018-05-07,Operations,Logistics Coordinator,Bachelor,0,Other,12880434,Good,No,1987-07-15,,
"00-63274774",Asman,Sihombing,Male,Banten,Cilegon,2020-09-06,Marketing,SEO Specialist,Bachelor,0,Indeed,19471695,Satisfactory,No,1971-02-05,,
"00-17134621",Dagel,Siregar,Male,Jawa Barat,Bandung,2019-07-24,Customer Service,Customer Service Representative,Bachelor,0,LinkedIn,7891837,Excellent,Yes,1981-09-14,,
"00-16594707",Gawati,Puspasari,Female,Jawa Barat,Bandung,2021-03-18,Operations,Operations Analyst,Bachelor,0,Other,13569241,Satisfactory,No,1971-10-12,,
"00-36029062",Ayu,Hasanah,Female,Jawa Barat,Bekasi,2017-07-29,Marketing,Marketing Coordinator,Bachelor,0,LinkedIn,13193344,Satisfactory,No,1987-12-01,,
"00-89731929",Zizi,Uyainah,Female,Jawa Barat,Bekasi,2017-09-20,Customer Service,Support Specialist,Bachelor,11,Other,6522045,Good,No,1992-06-14,,
"00-79607791",Mumpuni,Gunawan,Male,Jawa Barat,Bogor,2019-07-18,Sales,Sales Consultant,Bachelor,0,Job Fair,23766887,Satisfactory,No,1979-12-16,,
"00-96750938",Kania,Melani,Female,Jawa Barat,Bandung,2017-07-10,Sales,Sales Consultant,PhD,0,LinkedIn,20607347,Excellent,No,1991-04-04,,
"00-25460259",Galiono,Sihombing,Male,Jawa Barat,Bekasi,2016-08-22,Sales,Sales Representative,Bachelor,0,Company Website,12070253,Good,No,1972-06-14,,
"00-45725839",Oni,Handayani,Female,Banten,Serang,2017-12-19,Customer Service,Customer Service Representative,High School,0,Jobstreet,10546254,Satisfactory,No,1986-01-11,,
"00-46971545",Mulyanto,Najmudin,Male,Jawa Barat,Bandung,2017-06-04,Operations,Inventory Specialist,High School,0,Jobstreet,6038690,Good,Yes,1998-11-15,,
"00-64299043",Cakrajiya,Tamba,Male,Jawa Barat,Bogor,2019-11-28,Customer Service,Help Desk Technician,Bachelor,0,Other,5304985,Good,No,1974-03-12,,
"00-46006180",Irsad,Nashiruddin,Male,Jawa Barat,Bandung,2020-05-29,Sales,Sales Specialist,Master,0,LinkedIn,11757434,Good,Yes,1970-04-07,,
"00-37323438",Hardana,Ardianto,Male,Sulawesi Selatan,Pare-Pare,2018-04-21,Customer Service,Support Specialist,High School,14,LinkedIn,4759770,Needs Improvement,No,2004-04-30,,
"00-90035829",Jelita,Rahmawati,Female,Jawa Barat,Bekasi,2017-04-30,Customer Service,Help Desk Technician,High School,0,LinkedIn,4573401,Good,No,1996-04-09,,
"00-34840859",Ivan,Setiawan,Male,Jakarta,Jakarta Timur,2020-02-04,Sales,Sales Manager,PhD,0,LinkedIn,25533231,Good,Yes,1962-08-06,,
"00-73989419",Gasti,Usada,Female,Jawa Barat,Bogor,2022-10-15,Marketing,Marketing Coordinator,Bachelor,0,Jobstreet,9795640,Satisfactory,No,1984-06-20,,
"00-32848229",Heryanto,Wacana,Male,Jawa Barat,Bekasi,2018-06-21,Operations,Operations Analyst,Master,0,Jobstreet,11795593,Excellent,Yes,1991-07-04,,
"00-35144941",Edward,Hutapea,Male,Jakarta,Jakarta Timur,2018-11-09,Operations,Inventory Specialist,Bachelor,5,Indeed,6818442,Satisfactory,Yes,1970-11-18,,
"00-11709239",Ozy,Prabowo,Male,Jawa Barat,Bekasi,2022-10-10,Sales,Sales Consultant,Master,0,Jobstreet,17554237,Good,No,1970-02-03,,
"00-12795332",Lidya,Laksmiwati,Female,Jawa Barat,Bogor,2017-11-21,Marketing,Marketing Coordinator,Bachelor,0,Jobstreet,4249149,Satisfactory,No,2004-07-17,,
"00-32914336",Rini,Haryanti,Female,Sulawesi Selatan,Gowa,2022-02-25,Operations,Logistics Coordinator,Bachelor,0,Job Fair,9689467,Good,No,1970-07-23,,
"00-57263919",Daniswara,Maryadi,Male,Jawa Barat,Bogor,2024-07-03,Operations,Inventory Specialist,High School,12,LinkedIn,9740793,Good,No,1980-07-29,,
"00-75539501",Paramita,Prastuti,Female,Sumatera Utara,Medan,2023-01-26,Customer Service,Help Desk Technician,Bachelor,0,Other,4598081,Good,Yes,1977-09-07,,
"00-16063489",Rika,Suartini,Female,Jawa Barat,Bekasi,2023-02-04,Sales,Sales Consultant,Master,0,Jobstreet,26200110,Good,No,1989-03-04,,
"00-49011532",Adiarja,Putra,Male,Sumatera Utara,Medan,2023-09-06,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,15684774,Satisfactory,No,1987-04-12,,
"00-32455261",Vinsen,Mansur,Male,Jawa Barat,Bogor,2022-06-10,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,8553110,Good,Yes,1974-07-08,,
"00-50883024",Cayadi,Setiawan,Male,Jawa Barat,Bandung,2023-06-29,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,14591639,Satisfactory,No,1998-09-23,,
"00-75855518",Nyana,Suryono,Male,Jawa Barat,Bekasi,2022-10-21,Operations,Inventory Specialist,Bachelor,0,Job Fair,10147175,Excellent,No,1975-07-15,,
"00-99041184",Vinsen,Hidayat,Male,Jawa Barat,Bogor,2019-03-19,Sales,Sales Consultant,Master,0,LinkedIn,19758379,Good,No,1989-08-23,,
"00-11820133",Fitria,Suartini,Female,Banten,Serang,2023-04-23,Finance,Accountant,Bachelor,6,Other,13443693,Good,Yes,1981-08-16,,
"00-54793672",Kadir,Prasasta,Male,Jawa Barat,Bogor,2023-01-17,Operations,Inventory Specialist,High School,19,LinkedIn,7421466,Good,Yes,1965-02-28,,
"00-89959344",Yuni,Pratiwi,Female,Jakarta,Jakarta Barat,2019-11-21,Customer Service,Customer Service Representative,Bachelor,0,Jobstreet,5192953,Satisfactory,No,1969-11-20,,
"00-79700460",Lanang,Maryadi,Male,Jawa Barat,Bandung,2022-07-11,Sales,Sales Consultant,Master,0,LinkedIn,24951855,Good,No,1987-11-11,,
"00-65072076",Kurnia,Uwais,Male,Jawa Barat,Bandung,2023-06-29,Sales,Sales Representative,Bachelor,0,Job Fair,6580495,Satisfactory,No,1966-11-10,,
"00-57941821",Darmana,Budiman,Male,Jawa Barat,Bandung,2020-11-03,Sales,Sales Representative,Bachelor,0,Jobstreet,16805768,Good,No,2001-08-03,,
"00-67810328",Ade,Lestari,Female,Jawa Barat,Bogor,2018-04-13,HR,Recruiter,Bachelor,0,Company Website,14856463,Good,No,1998-10-08,,
"00-36017047",Eja,Simanjuntak,Male,Sumatera Utara,Tebing Tinggi,2024-11-19,Finance,Accountant,Bachelor,0,Jobstreet,18339764,Good,Yes,1995-11-17,,
"00-24486341",Makara,Prakasa,Male,Jawa Barat,Bogor,2024-02-18,Customer Service,Help Desk Technician,Bachelor,0,LinkedIn,5813926,Good,Yes,1985-11-29,,
"00-83137443",Martani,Sitorus,Male,Jawa Barat,Bogor,2023-12-13,Operations,Operations Analyst,Master,0,LinkedIn,13818981,Excellent,Yes,1994-02-10,,
"00-33481693",Edward,Pranowo,Male,Jawa Barat,Bandung,2017-03-11,IT,Software Developer,Bachelor,0,Jobstreet,24335539,Satisfactory,No,1976-04-11,,
"00-54452330",Joko,Situmorang,Male,Sulawesi Selatan,Makassar,2019-09-08,Marketing,Marketing Coordinator,Bachelor,0,Job Fair,15461908,Good,No,1970-10-05,,
"00-51516670",Dipa,Budiman,Male,Sulawesi Selatan,Makassar,2017-02-16,Operations,Logistics Coordinator,Bachelor,0,Indeed,12694588,Excellent,Yes,2004-07-24,,
"00-56073515",Prakosa,Mandala,Male,Bali,Kuta,2023-07-11,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,5998761,Satisfactory,No,1988-06-21,,
"00-71072780",Bagas,Salahudin,Male,Jawa Tengah,Magelang,2020-10-16,Customer Service,Support Specialist,High School,15,Other,6660021,Good,No,1987-12-30,,
"00-24789528",Gilang,Siregar,Male,Jawa Barat,Bandung,2024-07-05,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,15328657,Good,No,1987-10-20,,
"00-29747600",Karya,Pratama,Male,Jawa Barat,Bekasi,2019-12-04,Sales,Sales Manager,Master,0,LinkedIn,35325023,Excellent,No,1994-06-20,,
"00-48893851",Hana,Yulianti,Female,Jawa Barat,Bekasi,2021-09-27,Sales,Sales Specialist,PhD,0,Indeed,14297312,Good,No,1973-08-18,,
"00-50754622",Yuliana,Kusmawati,Female,Jawa Barat,Bekasi,2019-05-25,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,10654705,Satisfactory,Yes,1981-02-09,,
"00-49557552",Oliva,Anggraini,Female,Sumatera Utara,Medan,2015-11-25,Customer Service,Help Desk Technician,High School,0,Other,4796567,Good,No,1962-03-15,,
"00-47985938",Eka,Hutapea,Male,Jawa Barat,Bogor,2023-08-14,Sales,Sales Manager,PhD,0,Company Website,31805460,Good,No,1976-05-18,,
"00-75547434",Amelia,Laksita,Female,Sumatera Utara,Binjai,2018-05-05,HR,HR Coordinator,Master,0,Other,15550803,Excellent,Yes,1996-07-12,,
"00-98617699",Malika,Laksmiwati,Female,Jawa Barat,Bekasi,2023-05-19,IT,IT Support Specialist,High School,0,Job Fair,8452913,Satisfactory,No,1969-10-03,,
"00-28484302",Carub,Dongoran,Male,Jawa Barat,Bogor,2018-04-16,Finance,Accountant,Bachelor,0,Jobstreet,21876465,Satisfactory,Yes,2001-03-17,,
"00-77376391",Gatra,Pranowo,Male,Jawa Barat,Bogor,2022-09-05,Operations,Inventory Specialist,High School,0,LinkedIn,5002017,Good,No,1976-04-03,,
"00-21543189",Viktor,Nugroho,Male,Jawa Barat,Bogor,2022-01-19,Customer Service,Customer Service Representative,High School,0,LinkedIn,8808972,Satisfactory,Yes,1982-01-20,,
"00-36404306",Elvin,Maulana,Male,Jawa Barat,Bekasi,2019-07-25,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,7584939,Satisfactory,No,1990-01-17,,
"00-39374592",Suci,Hartati,Female,Jawa Barat,Bandung,2015-07-19,Operations,Inventory Specialist,High School,0,Jobstreet,4807475,Good,No,1984-04-05,,
"00-95502685",Dagel,Winarno,Male,Jawa Barat,Bekasi,2018-09-01,IT,Software Developer,Bachelor,0,Jobstreet,23577545,Good,No,1971-11-01,,
"00-45065845",Cemplunk,Wibowo,Male,Bali,Kuta,2024-02-06,Operations,Inventory Specialist,Bachelor,0,LinkedIn,10077275,Satisfactory,No,1999-07-22,,
"00-33260196",Liman,Waluyo,Male,Jawa Barat,Bekasi,2020-03-05,Sales,Sales Representative,Bachelor,0,Jobstreet,9655189,Satisfactory,No,1987-03-15,,
"00-87600317",Kenari,Marpaung,Male,Jawa Barat,Bogor,2017-12-05,Operations,Inventory Specialist,High School,0,Job Fair,9772702,Good,Yes,1981-01-04,,
"00-28212104",Galih,Zulkarnain,Male,Jawa Barat,Bandung,2019-11-25,Sales,Sales Specialist,PhD,0,Other,17356707,Good,No,1990-05-27,,
"00-50935883",Mahdi,Wacana,Male,Jawa Barat,Bekasi,2016-04-26,IT,Software Developer,Master,0,Company Website,25462362,Good,Yes,1963-11-28,,
"00-71895093",Emong,Siregar,Male,Jawa Tengah,Solo,2020-09-28,Operations,Logistics Coordinator,Bachelor,0,Company Website,15824716,Satisfactory,No,1994-07-10,,
"00-68638761",Shakila,Riyanti,Female,Jawa Barat,Bekasi,2016-02-07,Sales,Sales Consultant,Bachelor,8,Job Fair,16585661,Good,Yes,1991-04-16,,
"00-52045107",Kasusra,Siregar,Male,Jawa Barat,Bogor,2020-05-16,Sales,Sales Representative,Bachelor,0,Jobstreet,15719744,Needs Improvement,No,1990-12-11,,
"00-57990755",Ridwan,Hidayanto,Male,Jawa Barat,Bandung,2019-01-06,Operations,Inventory Specialist,Bachelor,0,Jobstreet,5436651,Satisfactory,Yes,1972-01-04,,
"00-66439314",Cahyo,Rajata,Male,Jawa Barat,Bekasi,2024-04-19,Sales,Sales Specialist,PhD,0,Other,13717562,Good,No,1989-01-17,,
"00-85015510",Hardana,Wibisono,Male,Jawa Barat,Bandung,2015-07-08,Operations,Logistics Coordinator,Bachelor,0,Job Fair,8311775,Good,Yes,1983-07-24,,
"00-28869078",Laras,Padmasari,Female,Sulawesi Selatan,Makassar,2021-12-24,Operations,Inventory Specialist,High School,0,Job Fair,5296560,Good,No,1992-11-13,,
"00-42567348",Viktor,Hutapea,Male,Jawa Barat,Bandung,2020-02-09,IT,IT Support Specialist,High School,12,Other,7556335,Satisfactory,Yes,1971-08-31,,
"00-93334410",Darimin,Hutagalung,Male,Jawa Barat,Bekasi,2020-07-14,Operations,Inventory Specialist,High School,0,LinkedIn,6122804,Good,No,1987-01-10,,
"00-17185483",Darman,Kuswoyo,Male,Jawa Barat,Bekasi,2022-11-05,Sales,Sales Manager,Master,0,Indeed,31299897,Good,Yes,1991-06-29,,
"00-64081976",Usman,Setiawan,Male,Jawa Barat,Bandung,2022-08-27,Customer Service,Support Specialist,High School,12,Other,5151082,Excellent,No,1997-01-04,,
"00-79525894",Muhammad,Saptono,Male,Jawa Barat,Bekasi,2019-11-25,IT,Software Developer,Bachelor,10,Company Website,18879847,Good,No,2001-06-15,,
"00-17340737",Patricia,Halimah,Female,Jakarta,Jakarta Pusat,2017-06-12,Sales,Sales Representative,Bachelor,0,Company Website,5843389,Good,No,1986-08-14,,
"00-54759391",Jagaraga,Firgantoro,Male,Sumatera Utara,Binjai,2020-02-15,Marketing,Content Creator,Bachelor,15,Jobstreet,5628686,Excellent,Yes,2002-03-15,,
"00-74621527",Yuliana,Kuswandari,Female,Jawa Barat,Bekasi,2022-12-25,Marketing,Content Creator,High School,0,Job Fair,16175401,Good,No,1971-12-16,,
"00-88466030",Agus,Permadi,Male,Jawa Barat,Bekasi,2022-05-16,Operations,Inventory Specialist,High School,15,Job Fair,9492702,Good,No,1964-04-01,,
"00-17116259",Galang,Situmorang,Male,Jawa Barat,Bogor,2022-05-21,Sales,Sales Specialist,PhD,0,Jobstreet,20105835,Excellent,No,1980-06-30,,
"00-85436973",Dina,Usada,Female,Jawa Barat,Bekasi,2022-12-12,Operations,Operations Analyst,Master,0,Other,21233625,Good,No,1979-07-30,,
"00-40003511",Lembah,Rajata,Male,Banten,Serang,2023-10-24,Sales,Sales Representative,Bachelor,11,Company Website,17683397,Satisfactory,No,1990-08-10,,
"00-30773615",Gangsa,Irawan,Male,Jawa Barat,Bandung,2018-10-03,Operations,Inventory Specialist,High School,0,Indeed,6561439,Satisfactory,Yes,1989-11-09,,
"00-10865811",Gadang,Budiman,Male,Jawa Barat,Bandung,2023-10-17,IT,Software Developer,Master,0,Other,17067907,Good,No,1980-06-28,,
"00-36937481",Yulia,Kusmawati,Female,Jawa Barat,Bogor,2016-03-27,Customer Service,Support Specialist,Bachelor,0,Job Fair,5979770,Good,No,1996-07-09,,
"00-91039410",Dian,Laksita,Female,Jawa Barat,Bandung,2023-09-25,Operations,Operations Analyst,Master,0,Jobstreet,18570350,Good,No,1977-04-13,,
"00-43179439",Darsirah,Mangunsong,Male,Jawa Barat,Bekasi,2017-02-18,Customer Service,Customer Service Representative,Bachelor,11,Other,11668752,Satisfactory,No,2003-05-25,,
"00-77887931",Fathonah,Kuswandari,Female,Sulawesi Selatan,Pare-Pare,2019-01-31,IT,Software Developer,Bachelor,0,LinkedIn,28450788,Good,No,2002-12-09,,
"00-50255085",Irwan,Situmorang,Male,Jawa Barat,Bogor,2019-10-24,IT,System Administrator,Master,0,Company Website,13817792,Satisfactory,No,1994-12-12,,
"00-41531482",Purwanto,Hakim,Male,Jawa Barat,Bandung,2023-01-31,Operations,Inventory Specialist,High School,11,LinkedIn,6525140,Needs Improvement,No,2004-08-26,,
"00-92243262",Ajiman,Wibisono,Male,Jawa Barat,Bandung,2022-07-08,Operations,Inventory Specialist,Bachelor,0,Other,8000036,Good,Yes,1984-05-16,,
"00-26535158",Usyi,Usamah,Female,Sulawesi Selatan,Pare-Pare,2019-01-17,Finance,Accounts Payable Specialist,Bachelor,6,Other,7423260,Good,No,1971-06-01,,
"00-34804490",Faizah,Hastuti,Female,Jawa Barat,Bandung,2017-01-13,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,5174999,Excellent,No,1977-06-03,,
"00-42303777",Wulan,Winarsih,Female,Jawa Barat,Bogor,2017-08-19,Marketing,Content Creator,Bachelor,0,Job Fair,11765610,Good,Yes,1988-11-26,,
"00-83374285",Almira,Yulianti,Female,Sulawesi Selatan,Makassar,2017-02-16,Operations,Logistics Coordinator,Bachelor,0,Other,11299834,Satisfactory,No,1986-12-28,,
"00-48849191",Upik,Mahendra,Male,Jakarta,Jakarta Pusat,2022-01-17,Sales,Sales Consultant,PhD,0,LinkedIn,24369176,Excellent,No,1981-11-15,,
"00-59303460",Atmaja,Maryadi,Male,Jawa Barat,Bekasi,2022-09-17,Customer Service,Customer Service Representative,Bachelor,0,Indeed,7497660,Satisfactory,Yes,1984-11-20,,
"00-24406372",Adikara,Waluyo,Male,Jawa Barat,Bandung,2019-02-07,Sales,Sales Specialist,PhD,0,Indeed,16608792,Good,No,1983-03-04,,
"00-13754158",Purwa,Halim,Male,Jawa Barat,Bandung,2017-12-24,Operations,Logistics Coordinator,Bachelor,13,Other,14377193,Good,No,1969-10-14,,
"00-62268329",Rahmi,Maryati,Female,Sulawesi Selatan,Pare-Pare,2015-08-17,IT,IT Support Specialist,High School,0,Company Website,5616593,Good,No,1968-01-14,,
"00-96585062",Farah,Mayasari,Female,Jakarta,Jakarta Timur,2022-09-18,Marketing,Content Creator,Bachelor,14,LinkedIn,13343171,Excellent,No,1981-12-13,,
"00-69657013",Gara,Budiman,Male,Jakarta,Jakarta Pusat,2015-02-05,Operations,Operations Analyst,Bachelor,0,Other,13342955,Needs Improvement,No,1983-09-25,,
"00-72801428",Cakrabuana,Wahyudin,Male,Jawa Barat,Bandung,2023-04-18,Customer Service,Help Desk Technician,High School,0,LinkedIn,5050183,Good,Yes,1987-11-25,,
"00-11224073",Ratna,Rahmawati,Female,Jawa Barat,Bandung,2024-05-16,Sales,Sales Representative,Bachelor,8,Company Website,7253612,Excellent,Yes,1983-03-14,,
"00-77539115",Elisa,Widiastuti,Female,Sumatera Utara,Binjai,2017-10-31,Customer Service,Customer Service Representative,High School,0,Jobstreet,6580585,Good,No,1974-10-06,,
"00-62428709",Titi,Nasyidah,Female,Jawa Barat,Bandung,2020-07-15,Operations,Inventory Specialist,Bachelor,5,Jobstreet,4613672,Good,Yes,1990-05-27,,
"00-30320928",Qori,Hassanah,Female,Jawa Barat,Bekasi,2018-02-08,IT,System Administrator,Bachelor,6,LinkedIn,15173831,Satisfactory,No,1965-12-16,,
"00-55538877",Reza,Siregar,Male,Jawa Barat,Bekasi,2019-10-24,Customer Service,Help Desk Technician,High School,0,Jobstreet,5116297,Satisfactory,Yes,2003-11-04,,
"00-98374850",Aditya,Saptono,Male,Jawa Barat,Bogor,2018-03-26,Customer Service,Support Specialist,High School,0,Job Fair,7046644,Good,No,1980-08-30,,
"00-96588420",Nasrullah,Kuswoyo,Male,Jawa Barat,Bandung,2019-04-20,Customer Service,Support Specialist,High School,0,Job Fair,6629697,Satisfactory,No,2000-10-19,,
"00-98445699",Cawisono,Waluyo,Male,Jawa Barat,Bandung,2017-07-28,Operations,Inventory Specialist,Bachelor,0,LinkedIn,5126740,Good,No,1999-02-24,,
